,Unnamed: 0,Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Male,Country,Timestamp,Clicked on Ad,Internet usage bucket
442,442,36.44,39,52400.88,147.64,Configurable disintermediate throughput,Port Patrickton,1,Estonia,5/31/2016 6:21,1,-1
443,443,53.14,38,49111.47,109.0,Automated web-enabled migration,West Julia,1,Greenland,7/3/2016 22:13,1,-1
444,444,32.84,40,41232.89,171.72,Triple-buffered 3rdgeneration migration,New Keithburgh,0,Trinidad and Tobago,3/10/2016 1:36,1,0
445,445,73.72,32,52140.04,256.4,Universal contextually-based system engine,Richardsland,1,Thailand,3/18/2016 2:39,0,1
446,446,38.1,34,60641.09,214.38,Optional secondary access,North Aaronchester,1,Philippines,5/30/2016 18:08,1,0
447,447,73.93,44,74180.05,218.22,Quality-focused scalable utilization,Lake Matthewland,0,Niue,2/20/2016 0:06,0,1
448,448,51.87,50,51869.87,119.65,Team-oriented dynamic forecast,Kevinberg,0,Afghanistan,3/10/2016 22:28,1,-1
449,449,77.69,22,48852.58,169.88,Horizontal heuristic support,Morganfort,1,Angola,6/21/2016 14:32,0,0
450,450,43.41,28,59144.02,160.73,Customer-focused zero-defect process improvement,Lovemouth,0,Egypt,2/5/2016 15:26,1,0
451,451,55.92,24,33951.63,145.08,Focused systemic benchmark,Taylorhaven,0,Fiji,5/31/2016 21:41,1,-1
452,452,80.67,34,58909.36,239.76,Seamless impactful info-mediaries,Jamesville,0,Portugal,1/1/2016 2:52,0,1
453,453,83.42,25,49850.52,183.42,Advanced heuristic firmware,East Toddfort,1,Austria,3/4/2016 14:10,0,0
454,454,82.12,52,28679.93,201.15,Fully-configurable client-driven customer loyalty,East Dana,1,Germany,2/3/2016 10:40,1,0
455,455,66.17,33,69869.66,238.45,Cross-group neutral synergy,West Lucas,0,Panama,1/20/2016 0:26,0,1
456,456,43.01,35,48347.64,127.37,Organized 24/7 middleware,Butlerfort,0,United States of America,6/11/2016 9:37,1,-1
457,457,80.05,25,45959.86,219.94,Networked stable open architecture,Lindaside,1,Christmas Island,3/8/2016 5:48,0,1
458,458,64.88,42,70005.51,129.8,Customizable systematic service-desk,West Chloeborough,1,Equatorial Guinea,2/14/2016 22:23,1,-1
459,459,79.82,26,51512.66,223.28,Function-based directional productivity,Jayville,1,Micronesia,7/17/2016 22:04,0,1
460,460,48.03,40,25598.75,134.6,Networked stable array,East Lindsey,1,Malta,6/2/2016 22:16,1,-1
461,461,32.99,45,49282.87,177.46,Phased full-range hardware,Masseyshire,0,Ecuador,4/30/2016 19:42,1,0
462,462,74.88,27,67240.25,175.17,Organized empowering policy,Sarahton,1,Sudan,4/17/2016 6:58,0,0
463,463,36.49,52,42136.33,196.61,Object-based system-worthy superstructure,Ryanhaven,1,Lao People's Democratic Republic,3/9/2016 0:41,1,0
464,464,88.04,45,62589.84,191.17,Profound explicit hardware,Lake Deborahburgh,1,Saint Vincent and the Grenadines,3/7/2016 20:02,0,0
465,465,45.7,33,67384.31,151.12,Self-enabling multimedia system engine,New Williammouth,1,Switzerland,5/26/2016 10:33,1,-1
466,466,82.38,35,25603.93,159.6,Polarized analyzing intranet,Port Blake,0,Spain,7/18/2016 1:36,1,-1
467,467,52.68,23,39616.0,149.2,Vision-oriented attitude-oriented Internet solution,West Richard,1,Turks and Caicos Islands,7/16/2016 5:56,1,-1
468,468,65.59,47,28265.81,121.81,Digitized disintermediate ability,Brandymouth,0,Indonesia,3/22/2016 6:41,1,-1
469,469,65.65,25,63879.72,224.92,Intuitive explicit firmware,Sandraville,1,Cook Islands,6/3/2016 6:34,0,1
470,470,43.84,36,70592.81,167.42,Public-key real-time definition,Port Jessica,0,Australia,6/28/2016 9:19,1,0
471,471,67.69,37,76408.19,216.57,Monitored content-based implementation,Lake Jasonchester,0,Finland,7/18/2016 18:33,0,1
472,472,78.37,24,55015.08,207.27,Quality-focused zero-defect budgetary management,Pearsonfort,0,Pakistan,1/23/2016 4:47,0,0
473,473,81.46,29,51636.12,231.54,Intuitive fresh-thinking moderator,Sellerstown,0,Ireland,2/29/2016 11:00,0,1
474,474,47.48,31,29359.2,141.34,Reverse-engineered 24hour hardware,Yuton,0,Eritrea,6/30/2016 0:19,1,-1
475,475,75.15,33,71296.67,219.49,Synchronized zero tolerance product,Smithtown,1,France,6/19/2016 18:19,0,1
476,476,78.76,24,46422.76,219.98,Reactive interactive protocol,Joanntown,1,Austria,1/8/2016 8:08,0,1
477,477,44.96,50,52802.0,132.71,Focused fresh-thinking Graphic Interface,South Peter,1,Heard Island and McDonald Islands,1/2/2016 12:25,1,-1
478,478,39.56,41,59243.46,143.13,Ameliorated exuding solution,Port Mitchell,1,Western Sahara,5/13/2016 11:57,1,-1
479,479,39.76,28,35350.55,196.83,Integrated maximized service-desk,Pottermouth,1,Liberia,2/8/2016 14:02,1,0
480,480,57.11,22,59677.64,207.17,Self-enabling tertiary challenge,Lake Jonathanview,1,Dominican Republic,6/7/2016 23:46,0,0
481,481,83.26,40,70225.6,187.76,Decentralized foreground infrastructure,Alanview,1,Tonga,1/2/2016 14:36,0,0
482,482,69.42,25,65791.17,213.38,Quality-focused hybrid frame,Carterport,0,Lao People's Democratic Republic,2/13/2016 4:16,0,0
483,483,50.6,30,34191.13,129.88,Realigned reciprocal framework,New Daniellefort,1,United States of America,5/3/2016 12:57,1,-1
484,484,46.2,37,51315.38,119.3,Distributed maximized ability,Welchshire,0,Belgium,4/3/2016 11:38,1,-1
485,485,66.88,35,62790.96,119.47,Polarized bifurcated array,Russellville,1,Indonesia,3/23/2016 19:58,1,-1
486,486,83.97,40,66291.67,158.42,Progressive asynchronous adapter,West Lisa,1,Croatia,2/2/2016 11:49,0,-1
487,487,76.56,30,68030.18,213.75,Business-focused high-level hardware,Greentown,0,Brunei Darussalam,3/8/2016 10:39,0,0
488,488,35.49,48,43974.49,159.77,Fully-configurable holistic throughput,Timothyport,0,American Samoa,4/8/2016 14:35,1,-1
489,489,80.29,31,49457.48,244.87,Ameliorated contextually-based collaboration,Teresahaven,1,Netherlands Antilles,6/30/2016 0:40,0,1
490,490,50.19,40,33987.27,117.3,Progressive uniform budgetary management,Lake Stephenborough,0,Thailand,3/25/2016 19:02,1,-1
491,491,59.12,33,28210.03,124.54,Synergistic stable infrastructure,Silvaton,0,Greece,5/12/2016 21:32,1,-1
492,492,59.88,30,75535.14,193.63,Reverse-engineered content-based intranet,West Michaelstad,1,French Polynesia,3/2/2016 5:11,0,0
493,493,59.7,28,49158.5,120.25,Expanded zero administration attitude,Florestown,0,Guernsey,5/10/2016 14:12,1,-1
494,494,67.8,30,39809.69,117.75,Team-oriented 6thgeneration extranet,New Jay,1,Isle of Man,3/3/2016 2:59,1,-1
495,495,81.59,35,65826.53,223.16,Managed disintermediate capability,North Lisachester,0,Holy See (Vatican City State),7/4/2016 11:03,0,1
496,496,81.1,29,61172.07,216.49,Front-line dynamic model,Port Stacy,1,El Salvador,7/8/2016 3:47,0,1
497,497,41.7,39,42898.21,126.95,Innovative regional structure,Jensenton,0,China,5/27/2016 5:35,1,-1
498,498,73.94,27,68333.01,173.49,Function-based incremental standardization,North Alexandra,0,Myanmar,2/10/2016 13:46,0,0
499,499,58.35,37,70232.95,132.63,Universal asymmetric workforce,Rivasland,0,Macao,6/12/2016 21:21,1,-1
500,500,51.56,46,63102.19,124.85,Business-focused client-driven forecast,Helenborough,0,Australia,1/7/2016 13:58,1,-1
501,501,79.81,37,51847.26,253.17,Realigned global initiative,Garnerberg,0,United States Virgin Islands,5/13/2016 14:12,0,1
502,502,66.17,26,63580.22,228.7,Business-focused maximized complexity,North Anaport,0,Mexico,5/2/2016 0:01,0,1
503,503,58.21,37,47575.44,105.94,Open-source global strategy,Pattymouth,0,Djibouti,2/7/2016 17:06,1,-1
504,504,66.12,49,39031.89,113.8,Stand-alone motivating moratorium,South Alexisborough,0,Cote d'Ivoire,2/15/2016 7:27,1,-1
505,505,80.47,42,70505.06,215.18,Grass-roots multimedia policy,East Jennifer,1,Mali,2/21/2016 5:23,0,1
506,506,77.05,31,62161.26,236.64,Upgradable local migration,Hallfort,0,Jamaica,3/20/2016 22:27,0,1
507,507,49.99,41,61068.26,121.07,Profound bottom-line standardization,New Charleschester,0,Romania,3/24/2016 9:34,1,-1
508,508,80.3,58,49090.51,173.43,Managed client-server access,East Breannafurt,0,Cayman Islands,4/4/2016 20:01,1,0
509,509,79.36,33,62330.75,234.72,Cross-platform directional intranet,East Susanland,1,Gambia,1/2/2016 4:50,0,1
510,510,57.86,30,18819.34,166.86,Horizontal modular success,Estesfurt,0,Algeria,7/8/2016 17:14,1,0
511,511,70.29,26,62053.37,231.37,Vision-oriented multi-tasking success,Shirleyfort,1,Puerto Rico,3/28/2016 19:48,0,1
512,512,84.53,33,61922.06,215.18,Optional multi-state hardware,Douglasview,1,Norfolk Island,7/11/2016 9:32,0,1
513,513,59.13,44,49525.37,106.04,Upgradable heuristic system engine,South Lisa,1,Turkey,6/9/2016 17:11,1,-1
514,514,81.51,41,53412.32,250.03,Future-proofed modular utilization,Kingshire,0,Guinea,5/19/2016 9:30,0,1
515,515,42.94,37,56681.65,130.4,Synergistic dynamic orchestration,Rebeccamouth,1,Moldova,4/12/2016 12:35,1,-1
516,516,84.81,32,43299.63,233.93,Multi-layered stable encoding,Brownbury,1,Greece,7/4/2016 23:17,0,1
517,517,82.79,34,47997.75,132.08,Team-oriented zero-defect initiative,South Aaron,0,American Samoa,2/1/2016 0:52,1,-1
518,518,59.22,55,39131.53,126.39,Polarized 5thgeneration matrix,North Andrew,1,Honduras,1/13/2016 2:39,1,-1
519,519,35.0,40,46033.73,151.25,Fully-configurable context-sensitive Graphic Interface,South Walter,1,Mongolia,6/18/2016 16:02,1,-1
520,520,46.61,42,65856.74,136.18,Progressive intermediate throughput,Catherinefort,0,Ethiopia,1/1/2016 20:17,1,-1
521,521,63.26,29,54787.37,120.46,Customizable holistic archive,East Donna,1,Ethiopia,3/2/2016 4:02,1,-1
522,522,79.16,32,69562.46,202.9,Compatible intermediate concept,East Timothy,1,Sri Lanka,3/30/2016 20:23,0,0
523,523,67.94,43,68447.17,128.16,Assimilated next generation firmware,North Kimberly,0,Morocco,5/1/2016 0:23,1,-1
524,524,79.91,32,62772.42,230.18,Total zero administration software,South Stephanieport,1,United Arab Emirates,6/17/2016 3:02,0,1
525,525,66.14,41,78092.95,165.27,Re-engineered impactful software,North Isabellaville,0,Western Sahara,3/23/2016 8:52,0,0
526,526,43.65,39,63649.04,138.87,Business-focused background synergy,North Aaronburgh,0,Western Sahara,5/8/2016 22:24,1,-1
527,527,59.61,21,60637.62,198.45,Future-proofed coherent budgetary management,Port James,1,Cambodia,4/6/2016 5:55,0,0
528,528,46.61,52,27241.11,156.99,Ergonomic methodical encoding,Danielview,0,New Zealand,4/5/2016 5:54,1,-1
529,529,89.37,34,42760.22,162.03,Compatible dedicated productivity,Port Stacey,1,Australia,4/16/2016 12:26,0,0
530,530,65.1,49,59457.52,118.1,Up-sized real-time methodology,West Kevinfurt,1,Bulgaria,6/1/2016 3:44,1,-1
531,531,53.44,42,42907.89,108.17,Up-sized next generation architecture,Lake Jennifer,1,Libyan Arab Jamahiriya,4/4/2016 22:00,1,-1
532,532,79.53,51,46132.18,244.91,Managed 6thgeneration hierarchy,Reyesfurt,0,Barbados,6/26/2016 4:22,0,1
533,533,91.43,39,46964.11,209.91,Organic motivating model,West Carmenfurt,1,French Polynesia,7/7/2016 3:55,0,0
534,534,73.57,30,70377.23,212.38,Pre-emptive transitional protocol,North Stephanieberg,0,Uruguay,3/20/2016 8:22,0,0
535,535,78.76,32,70012.83,208.02,Managed attitude-oriented Internet solution,East Valerie,1,Uruguay,4/20/2016 10:04,0,0
536,536,76.49,23,56457.01,181.11,Public-key asynchronous matrix,Sherrishire,0,Brazil,3/25/2016 5:05,0,0
537,537,61.72,26,67279.06,218.49,Grass-roots systematic hardware,Port Daniel,0,Venezuela,2/14/2016 7:15,0,1
538,538,84.53,35,54773.99,236.29,User-centric composite contingency,Brownview,0,Myanmar,3/26/2016 0:32,0,1
539,539,72.03,34,70783.94,230.95,Up-sized bi-directional infrastructure,Greerton,1,Malta,7/5/2016 22:33,0,1
540,540,77.47,36,70510.59,222.91,Assimilated actuating policy,Hatfieldshire,1,Jamaica,3/14/2016 3:29,0,1
541,541,75.65,39,64021.55,247.9,Organized upward-trending contingency,Brianabury,1,Bahrain,5/30/2016 2:34,0,1
542,542,78.15,33,72042.85,194.37,Ergonomic neutral portal,New Maria,0,Algeria,3/7/2016 22:32,0,0
543,543,63.8,38,36037.33,108.7,Adaptive demand-driven knowledgebase,Colebury,1,Tuvalu,3/19/2016 0:27,1,-1
544,544,76.59,29,67526.92,211.64,Reverse-engineered maximized focus group,Calebberg,0,Georgia,6/18/2016 5:17,0,0
545,545,42.6,55,55121.65,168.29,Switchable analyzing encryption,Lake Ian,0,Cambodia,7/11/2016 18:12,1,0
546,546,78.77,28,63497.62,211.83,Public-key intangible Graphical User Interface,Gomezport,0,Guam,1/1/2016 8:27,0,0
547,547,83.4,39,60879.48,235.01,Advanced local task-force,Shaneland,0,Tanzania,4/7/2016 1:57,0,1
548,548,79.53,33,61467.33,236.72,Profound well-modulated array,East Aaron,0,Indonesia,2/28/2016 22:02,0,1
549,549,73.89,35,70495.64,229.99,Multi-channeled asymmetric installation,Dustinborough,1,Somalia,6/26/2016 17:25,0,1
550,550,75.8,36,71222.4,224.9,Multi-layered fresh-thinking neural-net,East Michaelland,0,Belize,1/21/2016 4:30,0,1
551,551,81.95,31,64698.58,208.76,Distributed cohesive migration,East Connie,1,Serbia,5/1/2016 21:46,0,0
552,552,56.39,58,32252.38,154.23,Programmable uniform website,West Shannon,0,Australia,2/14/2016 10:06,1,-1
553,553,44.73,35,55316.97,127.56,Object-based neutral policy,North Lauraland,1,Guam,1/27/2016 18:25,1,-1
554,554,38.35,33,47447.89,145.48,Horizontal global leverage,Port Christopher,1,Christmas Island,6/16/2016 20:24,1,-1
555,555,72.53,37,73474.82,223.93,Synchronized grid-enabled moratorium,South Patrickfort,0,Papua New Guinea,7/21/2016 10:01,0,1
556,556,56.2,49,53549.94,114.85,Adaptive uniform capability,East Georgeside,1,Bahamas,4/21/2016 18:31,1,-1
557,557,79.67,28,58576.12,226.79,Total grid-enabled application,Charlesbury,0,Comoros,7/20/2016 1:56,0,1
558,558,75.42,26,63373.7,164.25,Optional regional throughput,Millertown,1,Western Sahara,2/26/2016 17:14,0,0
559,559,78.64,31,60283.47,235.28,Integrated client-server definition,South Renee,1,Nicaragua,1/16/2016 17:56,0,1
560,560,67.69,44,37345.34,109.22,Fundamental methodical support,South Jackieberg,0,Guam,4/1/2016 1:57,1,-1
561,561,38.35,41,34886.01,144.69,Synergistic reciprocal attitude,Loriville,1,Vanuatu,6/24/2016 8:42,1,-1
562,562,59.52,44,67511.86,251.08,Managed 5thgeneration time-frame,Amandaland,1,Bolivia,5/27/2016 18:45,0,1
563,563,62.26,37,77988.71,166.19,Vision-oriented uniform knowledgebase,West Robertside,0,Malawi,5/26/2016 15:40,0,0
564,564,64.75,36,63001.03,117.66,Multi-tiered stable leverage,North Sarashire,0,Venezuela,4/6/2016 1:19,1,-1
565,565,79.97,26,61747.98,185.45,Down-sized explicit budgetary management,Port Maria,1,Nepal,1/8/2016 19:38,0,0
566,566,47.9,42,48467.68,114.53,Cross-group human-resource time-frame,East Jessefort,0,United Kingdom,2/24/2016 19:08,1,-1
567,567,80.38,30,55130.96,238.06,Business-focused holistic benchmark,Port Anthony,0,Albania,3/10/2016 7:07,0,1
568,568,64.51,42,79484.8,190.71,Virtual 5thgeneration neural-net,Edwardmouth,1,Madagascar,4/29/2016 7:49,0,0
569,569,71.28,37,67307.43,246.72,Distributed scalable orchestration,Dustinchester,1,Guyana,4/10/2016 16:08,0,1
570,570,50.32,40,27964.6,125.65,Realigned intangible benchmark,Rochabury,0,Yemen,4/27/2016 18:25,1,-1
571,571,72.76,33,66431.87,240.63,Virtual impactful algorithm,Williamsport,1,India,5/10/2016 4:28,0,1
572,572,72.8,35,63551.67,249.54,Public-key solution-oriented focus group,Austinland,0,Puerto Rico,1/3/2016 23:21,0,1
573,573,74.59,23,40135.06,158.35,Phased clear-thinking encoding,Lake Gerald,1,United States Virgin Islands,2/15/2016 16:52,1,-1
574,574,46.66,45,49101.67,118.16,Grass-roots mission-critical emulation,Wrightview,0,Antigua and Barbuda,3/9/2016 2:07,1,-1
575,575,48.86,54,53188.69,134.46,Proactive encompassing paradigm,Perryburgh,0,French Guiana,1/9/2016 17:33,1,-1
576,576,37.05,39,49742.83,142.81,Automated object-oriented firmware,Tracyhaven,1,Antigua and Barbuda,2/3/2016 5:47,1,-1
577,577,81.21,36,63394.41,233.04,User-friendly content-based customer loyalty,South Jaimeview,0,Turkmenistan,1/2/2016 9:30,0,1
578,578,66.89,23,64433.99,208.24,Universal incremental array,Sandersland,1,Honduras,1/4/2016 7:28,0,0
579,579,68.11,38,73884.48,231.21,Reactive national success,South Meredithmouth,0,Seychelles,1/7/2016 21:21,0,1
580,580,69.15,46,36424.94,112.72,Automated multi-state toolset,Richardsonshire,0,Cyprus,7/24/2016 0:22,1,-1
581,581,65.72,36,28275.48,120.12,Managed didactic flexibility,Kimberlymouth,0,Saint Pierre and Miquelon,2/13/2016 13:57,1,-1
582,582,40.04,27,48098.86,161.58,Cross-platform neutral system engine,Meghanchester,0,Poland,5/8/2016 10:25,1,0
583,583,68.6,33,68448.94,135.08,Focused high-level frame,Tammyshire,0,Taiwan,2/17/2016 18:50,1,-1
584,584,56.16,25,66429.84,164.25,Seamless motivating approach,Millerbury,1,Cote d'Ivoire,1/22/2016 19:43,1,0
585,585,78.6,46,41768.13,254.59,Enhanced systematic adapter,Lake Elizabethside,1,Micronesia,7/20/2016 13:21,0,1
586,586,78.29,38,57844.96,252.07,Networked regional Local Area Network,Villanuevaton,0,Liberia,1/5/2016 20:58,0,1
587,587,43.83,45,35684.82,129.01,Total human-resource flexibility,Greerport,0,Saudi Arabia,1/29/2016 5:39,1,-1
588,588,77.31,32,62792.43,238.1,Assimilated homogeneous service-desk,North Garyhaven,0,Nepal,6/17/2016 20:18,0,1
589,589,39.86,28,51171.23,161.24,Ergonomic zero tolerance encoding,East Sharon,0,Ghana,2/23/2016 13:55,1,0
590,590,66.77,25,58847.07,141.13,Cross-platform zero-defect structure,Johnstonmouth,0,Iran,7/9/2016 11:18,1,-1
591,591,57.2,42,57739.03,110.66,Innovative maximized groupware,East Heatherside,0,New Zealand,3/19/2016 11:09,1,-1
592,592,73.15,25,64631.22,211.12,Face-to-face executive encryption,Lake Patrick,1,Libyan Arab Jamahiriya,1/29/2016 7:14,0,0
593,593,82.07,24,50337.93,193.97,Monitored local Internet solution,Richardsonmouth,0,Sri Lanka,6/14/2016 7:02,0,0
594,594,49.84,38,67781.31,135.24,Phased hybrid superstructure,Jenniferhaven,1,United Arab Emirates,5/18/2016 3:19,1,-1
595,595,43.97,36,68863.95,156.97,User-friendly grid-enabled analyzer,Boyerberg,1,Indonesia,1/30/2016 9:54,1,-1
596,596,77.25,27,55901.12,231.38,Pre-emptive neutral contingency,Port Elijah,1,Saint Vincent and the Grenadines,4/25/2016 16:58,0,1
597,597,74.84,37,64775.1,246.44,User-friendly impactful time-frame,Knappburgh,1,Mongolia,1/14/2016 16:30,0,1
598,598,83.53,36,67686.16,204.56,Customizable methodical Graphical User Interface,New Dawnland,0,Honduras,7/6/2016 5:34,0,0
599,599,38.63,48,57777.11,222.11,Cross-platform logistical pricing structure,Chapmanmouth,0,Papua New Guinea,4/7/2016 10:51,1,1
600,600,84.0,48,46868.53,136.21,Inverse discrete extranet,Robertside,1,Kyrgyz Republic,4/17/2016 5:08,1,-1
601,601,52.13,50,40926.93,118.27,Open-source even-keeled database,West Raymondmouth,1,Ethiopia,1/28/2016 17:03,1,-1
602,602,71.83,40,22205.74,135.48,Diverse background ability,Costaburgh,1,Rwanda,2/18/2016 22:42,1,-1
603,603,78.36,24,58920.44,196.77,Multi-tiered foreground Graphic Interface,Kristineberg,1,Kyrgyz Republic,6/24/2016 21:09,0,0
604,604,50.18,35,63006.14,127.82,Customizable hybrid system engine,Sandrashire,1,Grenada,6/20/2016 4:24,1,-1
605,605,64.67,51,24316.61,138.35,Horizontal incremental website,Andersonfurt,1,Togo,2/14/2016 16:33,1,-1
606,606,69.5,26,68348.99,203.84,Front-line systemic capability,Tranland,0,Pakistan,2/27/2016 13:51,0,0
607,607,65.22,30,66263.37,240.09,Fully-configurable foreground solution,Michaelland,1,Falkland Islands (Malvinas),5/7/2016 15:16,0,1
608,608,62.06,40,63493.6,116.27,Digitized radical array,East Rachaelfurt,1,Jersey,3/16/2016 20:10,1,-1
609,609,84.29,30,56984.09,160.33,Team-oriented transitional methodology,Lake Johnbury,1,Cayman Islands,6/26/2016 2:06,1,0
610,610,32.91,37,51691.55,181.02,Future-proofed fresh-thinking conglomeration,Elizabethstad,0,South Africa,7/17/2016 14:26,1,0
611,611,39.5,31,49911.25,148.19,Operative multi-tasking Graphic Interface,West Brad,1,Micronesia,1/28/2016 16:42,1,-1
612,612,75.19,31,33502.57,245.76,Implemented discrete frame,Johnstonshire,1,Tajikistan,6/16/2016 18:04,0,1
613,613,76.21,31,65834.97,228.94,Ameliorated exuding encryption,Lake Timothy,1,Bolivia,6/19/2016 23:21,0,1
614,614,67.76,31,66176.97,242.59,Programmable high-level benchmark,Anthonyfurt,0,Cameroon,5/24/2016 17:42,0,1
615,615,40.01,53,51463.17,161.77,Sharable multimedia conglomeration,East Brettton,0,Ecuador,3/1/2016 22:06,1,0
616,616,52.7,41,41059.64,109.34,Team-oriented high-level orchestration,New Matthew,1,Zambia,1/31/2016 8:50,1,-1
617,617,68.41,38,61428.18,259.76,Grass-roots empowering paradigm,Christopherchester,0,Guinea-Bissau,4/30/2016 15:27,0,1
618,618,35.55,39,51593.46,151.18,Robust object-oriented Graphic Interface,Westshire,0,Micronesia,1/13/2016 20:38,1,-1
619,619,74.54,24,57518.73,219.75,Switchable secondary ability,Alexisland,0,Bahamas,3/30/2016 16:15,0,1
620,620,81.75,24,52656.13,190.08,Open-architected web-enabled benchmark,Kevinchester,1,Cape Verde,4/29/2016 18:53,0,0
621,621,87.85,31,52178.98,210.27,Compatible scalable emulation,New Patriciashire,1,French Polynesia,6/14/2016 19:48,0,0
622,622,60.23,60,46239.14,151.54,Seamless optimal contingency,Port Brenda,1,Saudi Arabia,7/15/2016 15:43,1,-1
623,623,87.97,35,48918.55,149.25,Secured secondary superstructure,Port Brianfort,1,France,3/24/2016 5:38,0,-1
624,624,78.17,27,65227.79,192.27,Automated mobile model,Portermouth,1,Burundi,4/26/2016 20:57,0,0
625,625,67.91,23,55002.05,146.8,Re-engineered non-volatile neural-net,Hubbardmouth,1,Latvia,1/12/2016 3:28,1,-1
626,626,85.77,27,52261.73,191.78,Implemented disintermediate attitude,South Brian,1,Morocco,4/9/2016 23:26,0,0
627,627,41.16,49,59448.44,150.83,Configurable interactive contingency,Hendrixmouth,1,Venezuela,3/28/2016 9:15,1,-1
628,628,53.54,39,47314.45,108.03,Optimized systemic capability,Julietown,0,Palau,6/23/2016 11:05,1,-1
629,629,73.94,26,55411.06,236.15,Front-line non-volatile implementation,Lukeport,1,Isle of Man,1/24/2016 1:53,0,1
630,630,63.43,29,66504.16,236.75,Ergonomic 24/7 solution,New Shane,1,Peru,4/15/2016 10:18,0,1
631,631,84.59,36,47169.14,241.8,Integrated grid-enabled budgetary management,Lake Jillville,1,Belgium,4/26/2016 13:13,0,1
632,632,70.13,31,70889.68,224.98,Profit-focused systemic support,Johnsonfort,0,Croatia,5/16/2016 23:21,0,1
633,633,40.19,37,55358.88,136.99,Right-sized system-worthy project,Adamsbury,0,France,1/18/2016 2:51,1,-1
634,634,58.95,55,56242.7,131.29,Proactive actuating Graphical User Interface,East Maureen,1,Slovenia,6/20/2016 8:34,1,-1
635,635,35.76,51,45522.44,195.07,Versatile optimizing projection,North Angelastad,0,Peru,7/18/2016 4:53,1,0
636,636,59.36,49,46931.03,110.84,Universal multi-state system engine,Amandafort,0,Belarus,7/1/2016 1:12,1,-1
637,637,91.1,40,55499.69,198.13,Secured intermediate approach,Michaelmouth,1,Bolivia,3/7/2016 22:51,0,0
638,638,61.04,41,75805.12,149.21,Operative didactic Local Area Network,Ronaldport,0,Benin,5/2/2016 15:31,1,-1
639,639,74.06,23,40345.49,225.99,Phased content-based middleware,Port Davidland,0,Wallis and Futuna,7/23/2016 6:18,0,1
640,640,64.63,45,15598.29,158.8,Triple-buffered high-level Internet solution,Isaacborough,1,Azerbaijan,6/12/2016 3:11,1,-1
641,641,81.29,28,33239.2,219.72,Synergized well-modulated Graphical User Interface,Lake Michael,0,Mongolia,2/15/2016 20:41,0,1
642,642,76.07,36,68033.54,235.56,Implemented bottom-line implementation,West Michaelshire,0,Denmark,1/23/2016 1:42,0,1
643,643,75.92,22,38427.66,182.65,Monitored context-sensitive initiative,Port Calvintown,0,Russian Federation,2/26/2016 1:18,0,0
644,644,78.35,46,53185.34,253.48,Pre-emptive client-server open system,Parkerhaven,0,Brazil,1/11/2016 2:07,0,1
645,645,46.14,28,39723.97,137.97,Seamless bandwidth-monitored knowledge user,Markhaven,1,Ethiopia,4/4/2016 13:56,1,-1
646,646,44.33,41,43386.07,120.63,Ergonomic empowering frame,Estradashire,0,Guyana,1/14/2016 9:27,1,-1
647,647,46.43,28,53922.43,137.2,Reverse-engineered background Graphic Interface,Brianland,1,Ethiopia,4/25/2016 3:18,1,-1
648,648,66.04,27,71881.84,199.76,Synergistic non-volatile analyzer,Cassandratown,0,Mauritius,3/5/2016 23:02,0,0
649,649,84.31,29,47139.21,225.87,Object-based optimal solution,West Dannyberg,0,Djibouti,1/6/2016 21:43,0,1
650,650,83.66,38,68877.02,175.14,Profound dynamic attitude,East Debraborough,0,Syrian Arab Republic,2/18/2016 3:58,0,0
651,651,81.25,33,65186.58,222.35,Enhanced system-worthy toolset,Frankchester,1,Saint Martin,4/16/2016 14:15,0,1
652,652,85.26,32,55424.24,224.07,Reverse-engineered dynamic function,Lisafort,1,Netherlands Antilles,2/24/2016 6:18,0,1
653,653,86.53,46,46500.11,233.36,Networked responsive application,Colemanshire,0,Greece,6/29/2016 1:19,0,1
654,654,76.44,26,58820.16,224.2,Distributed intangible database,Troyville,1,Madagascar,1/5/2016 6:34,0,1
655,655,52.84,43,28495.21,122.31,Multi-tiered mobile encoding,Hobbsbury,0,Senegal,7/16/2016 10:14,1,-1
656,656,85.24,31,61840.26,182.84,Optional contextually-based flexibility,Harrisonmouth,1,Burkina Faso,6/17/2016 3:23,0,0
657,657,74.71,46,37908.29,258.06,Proactive local focus group,Port Eugeneport,1,Czech Republic,6/13/2016 11:06,0,1
658,658,82.95,39,69805.7,201.29,Customer-focused impactful success,Karenmouth,0,Lao People's Democratic Republic,4/5/2016 8:18,0,0
659,659,76.42,26,60315.19,223.16,Open-source optimizing parallelism,Brendaburgh,1,Netherlands Antilles,4/17/2016 18:38,0,1
660,660,42.04,49,67323.0,182.11,Organic logistical adapter,New Christinatown,0,Qatar,2/3/2016 16:54,1,0
661,661,46.28,26,50055.33,228.78,Stand-alone eco-centric system engine,Jacksonstad,1,Andorra,4/18/2016 21:07,1,1
662,662,48.26,50,43573.66,122.45,User-centric intermediate knowledge user,South Margaret,1,Liechtenstein,6/18/2016 22:31,1,-1
663,663,71.03,55,28186.65,150.77,Programmable didactic capacity,Port Georgebury,0,China,3/12/2016 7:18,1,-1
664,664,81.37,33,66412.04,215.04,Enhanced regional conglomeration,New Jessicaport,0,Vietnam,1/15/2016 1:20,0,1
